"Suscriptor","Lect_Actual","Causa_des","Observacion_des","Fecha_de_ejecucion"
"122295","","02-MEDIDOR TAPADO U OBSTRUIDO","","2024-05-29 13:54:43"
"122310","3331","","","2024-05-29 13:55:29"
"122320","4117","","","2024-05-29 14:16:16"
"122322","505","","","2024-05-29 14:16:49"
"122330","2201","","","2024-05-29 14:17:20"
"122340","1458","","","2024-05-29 14:17:58"
"122350","3788","","","2024-05-29 14:18:34"
"122360","7927","","","2024-05-29 14:55:35"
"122370","206","","","2024-05-29 14:56:50"
"122380","360","","30","2024-05-29 14:57:42"
"122390","259","","","2024-05-29 14:58:14"
"122400","586","","","2024-05-29 14:59:27"
"122410","","07-LOTE O CASA DEMOLIDA","","2024-05-29 15:02:09"
"122418","294","","","2024-05-29 15:02:29"
"122420","387","","","2024-05-29 15:03:26"
"122430","3","","","2024-05-29 15:04:16"
"122440","446","","","2024-05-29 15:04:44"
"122450","78","","30","2024-05-29 15:06:00"
"122451","182","","","2024-05-29 15:06:24"
"122475","235","","","2024-05-29 15:07:20"
"122478","315","","","2024-05-29 15:08:06"
"122470","382","","","2024-05-29 15:08:25"
"122490","3828","","","2024-05-30 09:56:50"
"122535","1845","","","2024-05-30 09:57:48"
"122493","488","","","2024-05-30 09:58:13"
"122530","2317","","","2024-05-30 09:58:54"
"122540","1490","","","2024-05-30 09:59:25"
"122550","87","","","2024-05-30 10:00:18"
"122560","865","","","2024-05-30 10:00:55"
"122570","236","","","2024-05-30 10:02:06"
"122580","992","","","2024-05-30 10:03:24"
"122571","2416","","","2024-05-30 10:16:20"
"122595","90","","","2024-05-30 10:18:50"
"122600","1415","","","2024-05-30 10:19:30"
"122630","2983","","","2024-05-30 10:20:33"
"122650","2639","","","2024-05-30 10:21:57"
"122660","2070","","","2024-05-30 10:22:37"
"122662","385","","","2024-05-30 10:23:03"
"122665","1935","","OTRA FUENTE-15","2024-05-30 10:24:57"
"122670","1408","","OTRA FUENTE-15","2024-05-30 10:26:40"
"122671","621","","","2024-05-30 10:27:02"
"122720","144","","","2024-05-30 10:27:50"
"122674","405","","","2024-05-30 10:28:40"
"122675","478","","","2024-05-30 10:28:56"
"122676","416","","","2024-05-30 10:29:22"
"122730","301","","","2024-05-30 10:30:11"
"122732","4059","","","2024-05-30 10:31:54"
"122750","16","","","2024-05-30 10:32:51"
"122760","909","","","2024-05-30 10:33:27"
"122762","763","","","2024-05-30 10:34:11"
"122770","1252","","30","2024-05-30 10:34:49"
"122790","1408","","","2024-05-30 10:35:43"
"122800","749","","","2024-05-30 10:36:40"
"122830","1260","","","2024-05-30 10:37:41"
"122850","","02-MEDIDOR TAPADO U OBSTRUIDO","","2024-05-30 10:38:49"
"122852","710","","30","2024-05-30 10:39:18"
"122853","2393","","","2024-05-30 10:40:04"
"122855","54","","","2024-05-30 10:40:27"
"122896","353","","","2024-05-30 10:41:15"
"122899","2156","","","2024-05-30 10:41:50"
"122910","4893","","","2024-05-30 08:33:24"
"122920","4012","","","2024-05-30 08:34:50"
"122940","5859","","","2024-05-30 09:03:10"
"122950","3707","","","2024-05-30 08:37:37"
"122960","1244","","","2024-05-30 08:38:19"
"122985","2220","","","2024-05-30 09:04:18"
"122980","1824","","","2024-05-30 09:06:00"
"122990","2782","","","2024-05-30 09:06:35"
"123000","4505","","","2024-05-30 09:07:39"
"123010","243","","","2024-05-30 09:08:18"
"123011","710","","","2024-05-30 09:09:08"
"123030","1460","","","2024-05-30 09:09:43"
"133031","2651","","","2024-05-30 09:10:14"
"123050","3574","","","2024-05-30 09:11:00"
"123060","3050","","","2024-05-30 09:11:45"
"123070","1763","","","2024-05-30 09:12:13"
"123071","1323","","","2024-05-30 09:12:43"
"123074","61","","","2024-05-30 09:13:17"
"123100","70","","","2024-05-30 09:13:52"
"123110","1239","","","2024-05-30 09:14:17"
"123120","1309","","","2024-05-30 09:15:15"
"123130","2038","","","2024-05-30 09:15:41"
"123140","","","30","2024-05-30 09:16:36"
"123170","301","","","2024-05-30 09:17:10"
"123173","335","","","2024-05-30 09:17:31"
"123190","1326","","","2024-05-30 09:17:52"
"123200","1750","","MEDIDOR PARADO (DAÑO INTERNO)-33","2024-05-30 09:18:45"
"123223","33","","","2024-05-30 09:22:18"
"123220","4285","","","2024-05-30 09:21:19"
"123230","561","","","2024-05-30 09:22:41"
"133850","403","","","2024-05-30 09:23:50"
"133860","1809","","","2024-05-30 09:24:44"
"123270","2645","","","2024-05-30 09:25:31"
"123265","297","","","2024-05-30 09:26:09"
"133820","1107","","","2024-05-30 09:26:48"
"133828","3103","","","2024-05-30 09:28:03"
"133825","1317","","","2024-05-30 09:28:48"
"123275","676","","","2024-05-30 09:29:22"
"123288","582","","","2024-05-30 09:29:54"
"123290","717","","","2024-05-30 09:30:16"
"123280","3483","","","2024-05-30 09:30:52"
"123360","287","","","2024-05-30 09:31:31"
"123365","381","","30","2024-05-30 09:32:09"
"123367","249","","","2024-05-30 09:32:31"
"123499","1583","","","2024-05-30 09:32:52"
"122983","640","","","2024-05-30 09:33:48"
"123497","895","","","2024-05-30 09:34:41"
"123500","1116","","","2024-05-30 09:35:20"
"123501","972","","","2024-05-30 09:35:51"
"123520","1345","","","2024-05-30 09:36:39"
"123530","2170","","","2024-05-30 09:37:23"
"123550","1497","","","2024-05-30 09:38:00"
"123552","402","","","2024-05-30 09:38:44"
"123551","2295","","","2024-05-30 09:39:08"
"123600","370","","","2024-05-30 09:40:33"
"123610","702","","","2024-05-30 09:41:08"
"123611","932","","","2024-05-30 09:41:38"
"123630","1330","","","2024-05-30 09:42:05"
"123639","174","","","2024-05-30 09:43:39"
"123640","2345","","","2024-05-30 09:43:08"
"123641","299","","","2024-05-30 09:44:05"
"123660","2396","","","2024-05-30 09:44:44"
"123650","2489","","","2024-05-30 09:45:14"
"123653","1142","","","2024-05-30 09:45:47"
"123651","175","","","2024-05-30 09:47:42"
"123700","","02-MEDIDOR TAPADO U OBSTRUIDO","","2024-05-30 09:49:43"
"123718","642","","","2024-05-30 09:50:18"
"123720","703","","","2024-05-30 09:50:42"
"123730","2665","","","2024-05-30 09:51:20"
"123773","552","","","2024-05-30 09:52:01"
"123775","1756","","","2024-05-30 09:52:27"
"123770","1488","","","2024-05-30 09:53:09"
"123780","1308","","","2024-05-30 09:53:29"
"123790","4009","","","2024-05-29 15:12:21"
"123792","520","","","2024-05-29 15:12:49"
"123791","853","","","2024-05-29 15:12:59"
"123793","859","","","2024-05-29 15:13:49"
"123802","344","","","2024-05-29 15:14:44"
"123800","1698","","","2024-05-29 15:15:09"
"123810","155","","30","2024-05-29 15:15:43"
"123820","1776","","","2024-05-29 15:16:10"
"123830","2003","","","2024-05-29 15:16:31"
"123848","1156","","","2024-05-29 15:18:26"
"123850","1759","","","2024-05-29 15:19:48"
"123860","136","","","2024-05-29 15:20:28"
"123880","1446","","","2024-05-29 15:21:11"
"123885","1991","","","2024-05-29 15:21:54"
"123889","292","","","2024-05-29 13:09:52"
"123891","118","","OTRA FUENTE-15","2024-05-29 13:10:20"
"123893","372","","30","2024-05-29 13:11:17"
"123895","33","","","2024-05-29 13:12:11"
"123906","336","","","2024-05-29 13:12:59"
"123905","1819","","","2024-05-29 13:14:11"
"123908","603","","","2024-05-29 13:14:50"
"123900","2962","","","2024-05-29 13:20:42"
"123902","746","","30","2024-05-29 13:18:00"
"123903","2962","","","2024-05-29 13:18:51"
"123904","4902","","","2024-05-29 13:16:07"
"123901","1592","","OTRA FUENTE-15","2024-05-29 15:23:16"
"123910","366","","","2024-05-29 15:23:43"
"123930","1661","","MEDIDOR PARADO (DAÑO INTERNO)-33","2024-05-29 15:25:35"
"123933","1309","","","2024-05-29 15:26:52"
"123936","455","","OTRA FUENTE-15","2024-05-29 15:27:47"
"123940","937","","","2024-05-29 15:28:26"
"123955","1115","","","2024-05-29 15:37:25"
"123957","3441","","","2024-05-29 15:38:35"
"123960","175","","","2024-05-29 15:39:06"
"123962","4","","","2024-05-29 15:39:39"
"123964","6","","","2024-05-29 15:39:52"
"123970","425","","","2024-05-29 15:40:17"
"123980","2875","","","2024-05-29 15:42:19"
"133940","1365","","","2024-05-29 15:43:00"
"124010","1392","","","2024-05-29 15:43:46"
"124020","1907","","","2024-05-29 15:44:06"
"124030","421","","OTRA FUENTE-15","2024-05-29 15:47:34"
"130030","565","","","2024-05-30 08:01:29"
"130032","2","","","2024-05-30 08:02:04"
"130040","3207","","","2024-05-30 08:02:41"
"130050","1114","","","2024-05-30 08:03:15"
"130080","612","","","2024-05-30 08:04:15"
"130090","821","","","2024-05-30 08:04:54"
"130100","2175","","","2024-05-30 08:05:43"
"130110","1339","","","2024-05-30 08:06:25"
"130120","1006","","","2024-05-30 08:07:17"
"130180","24","","OTRA FUENTE-15","2024-05-30 08:10:16"
"130190","154","","","2024-05-30 08:10:51"
"130210","1073","","","2024-05-30 08:11:29"
"130220","1260","","","2024-05-30 08:11:56"
"130225","731","","","2024-05-30 08:12:22"
"130240","1617","","MEDIDOR PARADO (DAÑO INTERNO)-33","2024-05-30 08:15:08"
"130266","366","","","2024-05-30 08:15:50"
"130270","2216","","","2024-05-30 08:16:15"
"130280","765","","","2024-05-30 08:19:37"
"130290","2242","","","2024-05-30 08:20:02"
"130291","1339","","MEDIDOR PARADO (DAÑO INTERNO)-33","2024-05-30 08:22:13"
"130292","604","","RESIDENTE OCASIONAL-16","2024-05-30 08:24:37"
"130293","330","","","2024-05-30 08:25:10"
"130344","755","","","2024-05-30 08:25:56"
"130346","1065","","","2024-05-30 08:26:25"
"130345","440","","","2024-05-30 08:26:46"
"130350","9873","","","2024-05-30 08:27:28"
"130355","219","","","2024-05-30 08:29:20"
"130360","3214","","","2024-05-30 08:30:06"
"130390","3684","","","2024-05-30 08:30:33"
"130391","2333","","","2024-05-30 08:31:14"
"130410","2732","","","2024-05-30 08:31:57"
"130430","134","","","2024-05-30 10:42:45"
"130431","","03-SIN MEDIDOR Y SIN SERVICIO","","2024-05-30 10:55:11"
"130450","2283","","","2024-05-30 10:55:40"
"130452","895","","","2024-05-30 10:55:56"
"130460","4649","","MEDIDOR PARADO (DAÑO INTERNO)-33","2024-05-30 10:56:40"
"130480","4858","","","2024-05-30 10:57:42"
"130481","425","","","2024-05-30 10:58:44"
"130482","1176","","","2024-05-30 10:59:45"
"130520","1576","","","2024-05-30 11:00:30"
"130521","68","","","2024-05-30 11:01:11"
"130530","568","","30","2024-05-30 11:03:25"
"130540","349","","","2024-05-30 11:03:56"
"130560","1190","","","2024-05-30 11:04:38"
"130570","2411","","","2024-05-30 11:05:18"
"130580","148","","","2024-05-30 11:13:14"
"130600","634","","","2024-05-30 11:13:39"
"130610","435","","","2024-05-30 11:14:12"
"130640","765","","","2024-05-30 11:14:56"
"130650","564","","","2024-05-30 11:15:21"
"130663","736","","","2024-05-30 11:16:47"
"130665","5","","","2024-05-30 11:17:25"
"130660","1120","","","2024-05-30 11:18:17"
"130670","3323","","","2024-05-30 11:19:54"
"130680","2730","","","2024-05-30 11:21:15"
"130685","1123","","","2024-05-30 11:22:08"
"133888","1209","","","2024-05-30 11:22:35"
"133890","1281","","","2024-05-30 11:22:55"
"133880","1991","","","2024-05-30 11:23:27"
"130760","847","","","2024-05-30 11:24:14"
"130780","661","","","2024-05-30 11:40:54"
"130770","1157","","","2024-05-30 11:41:58"
"130781","1943","","","2024-05-30 11:42:23"
"130784","8","","","2024-05-30 11:43:04"
"130845","1209","","","2024-05-30 11:43:49"
"130830","340","","","2024-05-30 11:44:32"
"130860","","02-MEDIDOR TAPADO U OBSTRUIDO","","2024-05-30 11:45:36"
"130864","317","","SUSPENDIDO DESOCUPADO-31","2024-05-30 11:46:58"
"131161","1973","","","2024-05-30 11:47:41"
"130870","1119","","30","2024-05-30 11:48:54"
"130872","623","","","2024-05-30 11:49:34"
"130873","577","","","2024-05-30 11:49:58"
"130875","648","","","2024-05-30 11:50:35"
"130880","1154","","","2024-05-30 11:51:09"
"130920","3202","","","2024-05-30 11:52:06"
"130959","2801","","","2024-05-30 11:55:02"
"130960","","09-OTRAS CAUSAS","","2024-05-30 11:56:33"
"130980","274","","","2024-05-30 11:56:59"
"130983","1030","","","2024-05-30 11:57:14"
"130988","792","","","2024-05-30 11:58:43"
"130989","432","","","2024-05-30 11:59:17"
"130990","3613","","","2024-05-30 11:59:49"
"131010","697","","","2024-05-30 12:00:44"
"131030","2739","","","2024-05-30 12:02:32"
"131032","553","","","2024-05-30 12:03:10"
"131040","253","","","2024-05-30 12:03:38"
"131060","553","","","2024-05-30 12:04:19"
"131080","477","","","2024-05-30 12:04:53"
"131083","1316","","","2024-05-30 12:06:02"
"131086","699","","","2024-05-30 12:06:53"
"121161","530","","OTRA FUENTE-15","2024-05-30 12:07:55"
"123934","280","","OTRA FUENTE-15","2024-05-29 15:34:55"
"131160","1197","","","2024-05-30 12:08:31"
"123935","116","","OTRA FUENTE-15","2024-05-29 15:33:29"
"131150","800","","30","2024-05-30 12:09:10"
"123938","566","","","2024-05-29 15:28:56"
"131187","783","","","2024-05-30 12:11:35"
"131190","13","","","2024-05-30 12:10:23"
"131199","","","30","2024-05-30 12:09:59"
"131210","2645","","","2024-05-30 12:09:22"
"131230","2579","","","2024-05-30 12:08:36"
"131240","591","","","2024-05-30 12:07:46"
"131250","2032","","","2024-05-30 12:07:19"
"133930","810","","","2024-05-30 12:06:24"
"131260","66","","","2024-05-30 12:04:07"
"131270","582","","","2024-05-30 12:04:51"
"131280","275","","","2024-05-30 12:03:26"
"131279","1159","","","2024-05-30 12:03:11"
"131300","2704","","","2024-05-30 12:02:22"
"131304","","","OTRA FUENTE-15","2024-05-30 12:01:39"
"131330","3363","","","2024-05-30 12:00:42"
"131350","2346","","","2024-05-30 11:59:27"
"131380","254","","","2024-05-30 11:57:35"
"131390","1021","","","2024-05-30 11:57:06"
"131399","811","","","2024-05-30 11:56:40"
"131400","909","","","2024-05-30 11:56:24"
"131410","1448","","","2024-05-30 11:55:00"
"131420","597","","","2024-05-30 11:52:46"
"131422","","","30","2024-05-30 11:52:16"
"131425","378","","","2024-05-30 12:10:15"
"131440","1067","","","2024-05-30 11:50:02"
"131442","","","30","2024-05-30 11:49:12"
"131480","2779","","","2024-05-30 11:48:31"
"131490","1349","","","2024-05-30 11:47:38"
"131500","1946","","","2024-05-30 11:47:04"
"131501","96","","","2024-05-30 11:46:43"
"131502","57","","30","2024-05-30 11:46:31"
"131510","353","","","2024-05-30 11:45:25"
"131520","486","","","2024-05-30 11:43:51"
"131540","2966","","","2024-05-30 11:42:44"
"131532","846","","","2024-05-30 11:41:56"
"131530","759","","","2024-05-30 11:40:58"
"131570","1424","","","2024-05-30 11:40:18"
"131600","2538","","","2024-05-30 11:39:17"
"131630","558","","","2024-05-30 11:37:35"
"131635","1683","","","2024-05-30 11:37:08"
"131637","","","30","2024-05-30 11:36:23"
"133910","7056","","30","2024-05-30 11:29:08"
"131670","182","","","2024-05-30 11:23:58"
"131674","908","","","2024-05-30 11:22:54"
"131675","442","","","2024-05-30 11:22:24"
"131676","1593","","","2024-05-30 11:21:39"
"131658","576","","","2024-05-30 11:20:52"
"131660","887","","","2024-05-30 11:19:26"
"131650","2905","","","2024-05-30 11:17:38"
"131640","1972","","","2024-05-30 11:15:19"
"131812","1","","30","2024-05-30 10:46:25"
"131811","969","","","2024-05-30 10:45:21"
"131815","1670","","","2024-05-30 10:47:51"
"131821","101","","OTRA FUENTE-15","2024-05-30 10:48:44"
"131830","1122","","","2024-05-30 10:49:36"
"131831","1585","","","2024-05-30 10:50:23"
"131840","288","","","2024-05-30 10:51:10"
"131870","143","","","2024-05-30 10:52:07"
"131880","614","","","2024-05-30 10:52:51"
"131882","655","","","2024-05-30 11:01:08"
"131890","7","","30","2024-05-30 11:02:05"
"131910","222","","","2024-05-30 11:02:50"
"132288","1063","","","2024-05-30 10:42:03"
"132280","494","","","2024-05-30 10:41:11"
"132282","16","","30","2024-05-30 10:43:16"
"132290","3839","","","2024-05-30 10:39:45"
"132300","385","","","2024-05-30 10:39:17"
"132310","2482","","","2024-05-30 10:38:25"
"132340","137","","","2024-05-30 10:37:26"
"132350","437","","","2024-05-30 10:36:54"
"132360","310","","","2024-05-30 10:35:50"
"132370","1708","","","2024-05-30 10:35:30"
"132380","542","","","2024-05-30 10:33:58"
"132390","2457","","30","2024-05-30 10:33:06"
"132400","2573","","","2024-05-30 10:32:26"
"132410","1067","","","2024-05-30 10:30:57"
"132420","1860","","","2024-05-30 10:30:30"
"132422","1316","","","2024-05-30 10:27:22"
"132440","1750","","","2024-05-30 10:18:13"
"132443","238","","","2024-05-30 10:17:19"
"132450","1122","","","2024-05-30 10:16:54"
"132464","375","","","2024-05-30 10:14:50"
"132500","2718","","","2024-05-30 10:14:18"
"132502","93","","","2024-05-30 10:13:45"
"132584","650","","","2024-05-30 10:12:59"
"132586","16","","","2024-05-30 10:12:35"
"132582","458","","30","2024-05-30 10:12:08"
"132540","739","","","2024-05-30 10:11:13"
"132581","508","","","2024-05-30 10:10:46"
"132580","1209","","","2024-05-30 10:10:17"
"132480","3373","","","2024-05-30 10:09:32"
"132407","463","","","2024-05-30 10:09:04"
"132409","173","","","2024-05-30 10:08:36"
"133844","935","","","2024-05-30 10:02:48"
"133843","278","","","2024-05-30 10:01:49"
"133840","94","","","2024-05-30 10:01:28"
"132658","285","","","2024-05-30 10:00:41"
"132650","795","","","2024-05-30 10:00:05"
"132640","542","","30","2024-05-30 09:59:41"
"132636","777","","","2024-05-30 09:57:55"
"132638","17","","30","2024-05-30 09:59:00"
"132590","625","","","2024-05-30 09:56:57"
"132592","3748","","","2024-05-30 09:56:12"
"132593","811","","","2024-05-30 09:55:34"
"132598","287","","","2024-05-30 09:55:04"
"132600","701","","","2024-05-30 09:54:48"
"132606","777","","","2024-05-30 09:53:30"
"132608","494","","","2024-05-30 09:53:05"
"133845","676","","30","2024-05-30 09:52:37"
"132610","1353","","","2024-05-30 09:51:07"
"132611","1507","","","2024-05-30 09:50:21"
"132620","2618","","","2024-05-30 09:49:57"
"133900","384","","","2024-05-30 09:48:57"
"132695","126","","","2024-05-30 09:48:20"
"132700","1413","","","2024-05-30 09:47:50"
"132701","573","","","2024-05-30 09:47:26"
"132720","1846","","30","2024-05-30 09:46:09"
"132740","2192","","","2024-05-30 09:44:27"
"132742","","04-REJA CON CANDADO O SIMILAR","","2024-05-30 09:44:07"
"132743","230","","","2024-05-30 09:42:56"
"133830","618","","","2024-05-30 09:42:30"
"133835","2238","","","2024-05-30 09:42:01"
"132744","1419","","","2024-05-30 09:41:19"
"133028","462","","","2024-05-30 09:40:41"
"133038","1317","","","2024-05-30 09:40:11"
"133039","1151","","","2024-05-30 09:39:43"
"132826","1882","","","2024-05-30 09:39:11"
"132828","1013","","","2024-05-30 09:38:29"
"132829","400","","","2024-05-30 09:38:15"
"132830","787","","","2024-05-30 09:37:42"
"132840","2331","","","2024-05-30 09:37:12"
"132850","1291","","30","2024-05-30 09:35:30"
"132870","2324","","30","2024-05-30 09:34:38"
"132920","3543","","","2024-05-30 09:30:47"
"132930","823","","","2024-05-30 09:30:20"
"132950","517","","","2024-05-30 09:29:40"
"132960","1750","","","2024-05-30 09:29:18"
"132970","618","","","2024-05-30 09:27:23"
"132981","1303","","","2024-05-30 09:26:13"
"132990","2415","","","2024-05-30 09:22:30"
"133096","1889","","","2024-05-30 09:19:56"
"133008","863","","","2024-05-30 09:19:16"
"133010","3224","","","2024-05-30 09:18:48"
"133013","838","","","2024-05-30 09:17:59"
"133029","1466","","","2024-05-30 09:17:19"
"133030","377","","","2024-05-30 09:16:25"
"133042","2571","","","2024-05-30 09:15:36"
"133040","231","","","2024-05-30 09:14:44"
"133060","2489","","","2024-05-30 09:14:07"
"133070","2070","","","2024-05-30 09:13:11"
"133080","1961","","","2024-05-30 09:12:45"
"133100","1595","","","2024-05-30 09:11:06"
"133102","16","","30","2024-05-30 09:10:03"
"133870","4266","","","2024-05-30 09:08:23"
"133103","474","","","2024-05-30 09:07:37"
"133139","2430","","","2024-05-30 09:06:42"
"133140","1216","","","2024-05-30 09:05:58"
"133170","4441","","","2024-05-30 09:05:25"
"133180","3468","","","2024-05-30 09:03:50"
"133190","1540","","","2024-05-30 09:02:25"
"133200","777","","","2024-05-30 09:01:51"
"133210","3237","","","2024-05-30 09:00:38"
"133230","1121","","","2024-05-30 08:59:36"
"133232","937","","","2024-05-30 08:59:08"
"133250","5155","","","2024-05-30 08:58:24"
"133260","1932","","","2024-05-30 08:57:52"
"133270","633","","OTRA FUENTE-15","2024-05-30 08:57:02"
"133271","3972","","","2024-05-30 08:55:46"
"133290","1678","","","2024-05-30 08:54:46"
"133310","1314","","30","2024-05-30 08:53:50"
"133320","2913","","","2024-05-30 08:52:56"
"133330","847","","","2024-05-30 08:52:10"
"133340","4213","","","2024-05-30 08:51:27"
"133346","1370","","","2024-05-30 08:47:54"
"133389","1125","","","2024-05-30 08:47:24"
"133390","580","","","2024-05-30 08:47:02"
"133391","1115","","","2024-05-30 08:46:22"
"133496","881","","","2024-05-30 08:45:37"
"133495","294","","","2024-05-30 08:45:11"
"133494","844","","","2024-05-30 08:44:44"
"133470","879","","","2024-05-30 08:43:22"
"133473","46","","","2024-05-30 08:42:52"
"133488","1202","","","2024-05-30 08:42:18"
"133491","1842","","","2024-05-30 08:41:30"
"133500","1422","","","2024-05-30 08:40:12"
"133510","1189","","SUSPENDIDO DESOCUPADO-31","2024-05-30 08:38:59"
"133530","1532","","","2024-05-30 08:37:05"
"133610","4380","","","2024-05-30 08:35:47"
"133600","3598","","","2024-05-30 08:35:24"
"133598","2226","","","2024-05-30 08:34:52"
"133580","222","","","2024-05-30 08:34:04"
"133570","99","","","2024-05-30 08:33:42"
"133560","2805","","SUSPENDIDO DESOCUPADO-31","2024-05-30 08:33:24"
"133562","657","","","2024-05-30 08:32:43"
"133720","5465","","","2024-05-30 08:31:59"
"133710","4657","","","2024-05-30 08:29:55"
"133700","708","","","2024-05-30 08:27:56"
"133680","2550","","","2024-05-30 08:23:06"
"133660","2281","","","2024-05-30 08:22:07"
"133650","3488","","","2024-05-30 08:20:58"
"133648","1771","","","2024-05-30 08:18:52"
"133640","6","","30","2024-05-30 08:18:22"
"133630","1430","","","2024-05-30 08:17:45"
"133620","303","","","2024-05-30 08:15:50"
"133740","3409","","","2024-05-30 08:24:03"
"133742","1115","","","2024-05-30 08:24:32"
"133745","866","","","2024-05-30 08:25:03"
"133746","852","","","2024-05-30 08:26:04"
"132427","","04-REJA CON CANDADO O SIMILAR","","2024-05-30 09:45:30"
"120368","496","","","2024-05-29 10:22:18"
"121262","183","","","2024-05-29 10:58:43"
"121263","312","","30","2024-05-29 10:59:49"
"121264","","07-LOTE O CASA DEMOLIDA","","2024-05-29 11:01:55"
"123832","645","","","2024-05-29 15:17:12"
"133942","178","","","2024-05-29 13:29:05"
"133944","345","","30","2024-05-29 13:30:24"
"133950","62","","30","2024-05-29 13:27:37"
"133952","74","","","2024-05-29 13:25:01"
"133941","327","","","2024-05-29 13:26:16"
"121972","246","","","2024-05-29 12:28:33"
"121973","424","","","2024-05-29 12:28:56"
"122723","416","","SUSPENDIDO DESOCUPADO-31","2024-05-31 09:46:00"
"120168","678","","","2024-05-29 10:02:21"
"121651","24","","","2024-05-29 11:03:43"
"123932","123","","30","2024-05-29 15:30:59"
"123937","528","","","2024-05-29 15:30:03"
"133939","82","","30","2024-05-29 12:50:43"
"121977","120","","","2024-05-29 12:11:48"
"121979","200","","","2024-05-29 12:12:07"
"121090","258","","","2024-05-29 11:29:55"
"121198","94","","30","2024-05-29 11:14:07"
"121874","556","","","2024-05-29 12:10:23"
"133191","133","","30","2024-05-30 09:03:19"
"133344","281","","","2024-05-30 08:49:07"
"123887","183","","","2024-05-29 13:08:46"
"123655","30","","","2024-05-30 09:46:20"
"123913","126","","","2024-05-29 12:59:24"
"123942","98","","","2024-05-29 15:32:22"
"121981","111","","","2024-05-29 12:13:13"
"123202","1","","OTRA FUENTE-15","2024-05-30 09:19:37"
"141060","199","","SUSPENDIDO DESOCUPADO-31","2024-05-29 13:15:37"
"141061","157","","","2024-05-29 13:10:42"
"143380","1376","","","2024-05-29 13:13:25"
"141070","1691","","","2024-05-29 13:14:29"
"143355","1776","","","2024-05-29 13:17:43"
"143356","6","","","2024-05-29 15:40:08"
"143358","6766","","","2024-05-29 13:19:14"
"143360","168","","","2024-05-29 13:20:58"
"143363","2562","","30","2024-05-29 13:45:40"
"143365","2878","","","2024-05-29 13:22:06"
"143366","61","","30","2024-05-29 13:23:03"
"143367","367","","","2024-05-29 13:24:09"
"145365","1515","","OTRA FUENTE-15","2024-05-29 13:24:57"
"143368","17","","","2024-05-29 13:25:17"
"143370","138","","30","2024-05-29 13:29:18"
"143343","334","","30","2024-05-29 13:30:25"
"143341","620","","","2024-05-29 13:31:15"
"143340","36","","30","2024-05-29 13:32:27"
"143320","2937","","MEDIDOR PARADO (DAÑO INTERNO)-33","2024-05-29 15:21:39"
"143310","1314","","","2024-05-29 15:23:13"
"141080","448","","","2024-05-29 15:23:49"
"141210","2281","","","2024-05-29 15:25:31"
"141470","1760","","","2024-05-29 15:27:38"
"141469","2","","30","2024-05-29 15:27:05"
"143230","1186","","30","2024-05-29 15:29:34"
"142840","2865","","","2024-05-29 15:31:07"
"142837","2207","","","2024-05-29 15:31:50"
"143350","1144","","","2024-05-29 15:34:25"
"143351","1732","","","2024-05-29 15:44:39"
"143420","132","","30","2024-05-29 15:50:06"
"143387","1720","","","2024-05-29 15:51:01"
"143390","1917","","","2024-05-29 15:52:23"
"145003","187","","","2024-05-29 15:15:51"
"145002","1027","","","2024-05-29 15:14:36"
"145000","20","","","2024-05-29 15:13:08"
"145006","982","","","2024-05-29 15:08:06"
"145009","38","","","2024-05-29 15:10:30"
"145004","12","","30","2024-05-29 15:09:00"
"145010","757","","SUSPENDIDO DESOCUPADO-31","2024-05-29 15:03:01"
"145015","1535","","","2024-05-29 15:03:12"
"143930","1133","","","2024-05-29 13:38:32"
"143927","74","","30","2024-05-29 13:40:07"
"143922","1028","","","2024-05-29 13:42:18"
"143920","177","","","2024-05-29 13:44:27"
"145051","86","","30","2024-05-29 13:48:43"
"143900","323","","","2024-05-29 13:53:24"
"145050","10","","30","2024-05-29 13:49:20"
"143850","1853","","","2024-05-29 13:55:10"
"143950","2746","","","2024-05-29 13:58:03"
"144000","533","","30","2024-05-29 13:58:39"
"145235","699","","","2024-05-29 14:00:02"
"144050","976","","30","2024-05-29 14:01:54"
"143371","608","","","2024-05-29 14:03:18"
"143600","493","","","2024-05-29 14:05:29"
"143610","3223","","","2024-05-29 14:06:56"
"143620","120","","","2024-05-29 14:11:35"
"143650","969","","","2024-05-29 14:13:21"
"143921","161","","","2024-05-29 14:13:46"
"143680","12","","","2024-05-29 14:15:01"
"143700","310","","","2024-05-29 14:16:10"
"143750","685","","","2024-05-29 14:18:09"
"143800","951","","","2024-05-29 14:20:36"
"145100","4343","","","2024-05-29 14:31:52"
"145148","489","","","2024-05-29 14:36:22"
"145149","1137","","","2024-05-29 14:37:39"
"145150","1761","","","2024-05-29 14:38:07"
"145170","2369","","","2024-05-29 14:39:46"
"145200","766","","","2024-05-29 14:41:42"
"145204","9","","30","2024-05-29 14:44:33"
"145205","187","","","2024-05-29 14:46:37"
"145210","319","","","2024-05-29 14:47:31"
"145220","779","","","2024-05-29 14:48:44"
"145221","252","","","2024-05-29 14:50:03"
"145230","370","","","2024-05-29 14:51:23"
"145250","145","","SUSPENDIDO DESOCUPADO-31","2024-05-29 14:53:53"
"143361","","03-SIN MEDIDOR Y SIN SERVICIO","","2024-05-29 14:54:25"
"143378","53","","30","2024-05-29 16:01:44"
"143495","2921","","","2024-05-29 15:52:53"
